Working_Year,Designation,Experience,Employment_Status,Employee_Location,Company_Size,Remote_Working_Ratio,Salary_USD
2022.0,Data Analyst,Mid,FT,ES,M,100.0,31485.0
2022.0,Data Engineer,Mid,FT,ES,M,100.0,83960.0
2022.0,Data Engineer,Mid,FT,ES,M,100.0,73465.0
2022.0,Data Engineer,Mid,FT,GB,M,100.0,99973.0
2022.0,Data Engineer,Mid,FT,GB,M,100.0,87476.0
2022.0,Data Engineer,Mid,FT,ES,M,100.0,62970.0
2022.0,Data Engineer,Mid,FT,GR,M,100.0,83960.0
2022.0,Machine Learning Engineer,Senior,FT,US,M,0.0,181084.0
2022.0,Machine Learning Engineer,Senior,FT,US,M,0.0,157544.0
2022.0,Data Analyst,Mid,FT,GR,M,100.0,41980.0
2022.0,Data Analyst,Mid,FT,GR,M,100.0,31485.0
2022.0,Data Engineer,Mid,FT,GB,M,100.0,93725.0
2022.0,Data Engineer,,,GB,,100.0,
2022.0,Data Scientist,Senior,FT,US,L,0.0,205576.0
,,,,,,,
2022.0,Data Engineer,Senior,FT,US,L,100.0,199656.0
2022.0,Data Engineer,Senior,FT,US,L,100.0,147617.0
2022.0,Data Engineer,Senior,FT,US,M,100.0,171870.0
2022.0,ML Engineer,Entry,FT,PT,L,100.0,20990.0
2022.0,Data Engineer,Senior,FT,US,M,100.0,76387.0
2022.0,Machine Learning Developer,Mid,FT,CA,M,100.0,75232.0
2022.0,Director of Data Science,Executive,FT,CA,L,50.0,188082.0
2022.0,Machine Learning Engineer,Mid,FT,US,S,100.0,114580.0
2022.0,Computer Vision Engineer,Entry,FT,US,M,0.0,119354.0
2022.0,NLP Engineer,Mid,FT,US,L,50.0,35554.0
2022.0,Data Engineer,Senior,FT,US,M,100.0,100258.0
2022.0,Lead Machine Learning Engineer,Senior,FT,DE,M,0.0,83960.0
2022.0,Business Data Analyst,Mid,FT,IN,M,100.0,17609.0
2022.0,Data Scientist,Mid,FT,IN,L,100.0,30187.0
2022.0,Machine Learning Infrastructure Engineer,Mid,FT,PT,L,50.0,55624.0
2022.0,Financial Data Analyst,Entry,FT,US,L,50.0,95483.0
2022.0,Data Engineer,Mid,PT,DE,L,50.0,52475.0
2022.0,Data Scientist,Entry,FT,IN,M,100.0,17609.0
2022.0,Principal Data Scientist,Senior,FT,DE,M,100.0,155327.0
2022.0,Data Engineer,Entry,FT,US,M,100.0,114580.0
2022.0,Research Scientist,Senior,FT,US,L,50.0,137496.0
2022.0,Data Scientist,Senior,FT,US,M,100.0,100153.0
2022.0,Data Engineer,Senior,FT,US,M,100.0,95483.0
2022.0,Data Scientist,Senior,FT,US,M,100.0,
2022.0,Data Analyst,Mid,FT,US,M,100.0,128903.0
2022.0,Data Analyst,Mid,FT,US,M,100.0,47742.0
2022.0,Data Scientist,Senior,FT,US,M,100.0,210063.0
2022.0,Data Scientist,Senior,FT,US,M,100.0,133677.0
2022.0,Data Scientist,Mid,FT,GB,M,0.0,174952.0
2022.0,Data Scientist,Mid,FT,GB,M,0.0,87476.0
2022.0,Data Scientist,Senior,FT,US,M,100.0,176740.0
2022.0,Machine Learning Engineer,Senior,FT,US,M,100.0,210063.0
2022.0,Data Scientist,Mid,FT,US,M,100.0,190967.0
2022.0,Data Scientist,Mid,FT,US,M,100.0,114580.0
2022.0,Machine Learning Engineer,Senior,FT,AE,S,100.0,114580.0
2022.0,Machine Learning Engineer,Senior,FT,AE,S,100.0,62064.0
2022.0,Data Engineer,Executive,FT,US,M,100.0,309366.0
2022.0,Data Engineer,Executive,FT,US,M,100.0,206244.0
2022.0,Data Engineer,Senior,FT,US,M,100.0,200515.0
2022.0,Machine Learning Engineer,Senior,FT,US,M,100.0,114580.0
2022.0,Data Scientist,Senior,FT,US,M,100.0,219612.0
2022.0,Data Scientist,Entry,PT,DZ,M,50.0,95483.0
2022.0,Data Scientist,Mid,FL,CA,M,100.0,95483.0
2022.0,Applied Machine Learning Scientist,Entry,CT,TN,M,100.0,30435.0
2022.0,Head of Data,Senior,FT,MY,M,100.0,190967.0
2022.0,Principal Data Analyst,Mid,FT,CA,S,100.0,71613.0
2022.0,Data Scientist,Mid,FT,PL,L,100.0,33983.0
2022.0,Machine Learning Developer,,FT,CA,,100.0,
2022.0,Data Scientist,Senior,FT,BR,M,100.0,95483.0
,,,,,,,
2022.0,Data Engineer,Entry,FT,PK,M,100.0,55414.0
2022.0,Data Scientist,Senior,FT,US,M,100.0,157548.0
2022.0,Research Scientist,Senior,FT,FR,L,50.0,89207.0
2022.0,Data Scientist,Entry,FT,CA,L,100.0,50029.0
2022.0,Machine Learning Engineer,Senior,FT,NL,L,100.0,59821.0
2022.0,Head of Data,Mid,FT,EE,S,100.0,31485.0
2022.0,Data Scientist,Entry,FT,JP,L,100.0,38193.0
2022.0,Machine Learning Engineer,Mid,FT,AU,L,100.0,83476.0
2022.0,Data Engineer,Senior,FT,US,M,100.0,109806.0
2022.0,Data Scientist,Entry,FT,AU,M,50.0,82787.0
2022.0,Applied Machine Learning Scientist,Mid,FT,BO,L,100.0,71613.0
2022.0,Research Scientist,Mid,FT,AT,L,0.0,61920.0
2022.0,Research Scientist,Entry,FT,US,L,100.0,114580.0
2022.0,Applied Data Scientist,Mid,FT,US,L,100.0,149909.0
2022.0,Computer Vision Software Engineer,Entry,FT,AU,S,100.0,143225.0
2022.0,Business Data Analyst,Mid,FT,CA,L,50.0,67709.0
2022.0,Data Engineer,Entry,FT,US,S,100.0,62064.0
2022.0,Machine Learning Engineer,Senior,FT,IE,S,100.0,
2022.0,Data Analytics Engineer,Entry,FT,PK,M,0.0,19097.0
2022.0,Data Scientist,Mid,FT,RU,S,100.0,45832.0
2022.0,Data Science Manager,Senior,FT,US,M,100.0,145612.0
2022.0,Data Engineer,Mid,FT,FR,M,100.0,65069.0
2022.0,Data Scientist,Mid,FT,CH,L,0.0,116820.0
2022.0,Applied Data Scientist,Senior,FT,US,L,100.0,362837.0
2022.0,Data Scientist,Mid,FT,CA,M,100.0,66204.0
2022.0,Computer Vision Engineer,Entry,FT,PT,,100.0,
2022.0,Data Analyst,Mid,FT,GR,S,100.0,19097.0
2022.0,Data Analytics Lead,Senior,FT,US,L,100.0,386708.0
2022.0,Data Scientist,Mid,FT,US,L,100.0,128903.0
2022.0,Applied Data Scientist,Senior,FT,US,L,100.0,169006.0
2022.0,Data Scientist,Mid,FT,US,M,100.0,74477.0
2022.0,Data Analyst,Senior,FT,US,M,100.0,128903.0
2022.0,Data Analyst,Senior,FT,US,M,100.0,95483.0
2022.0,Data Analyst,Senior,FT,US,M,100.0,
2022.0,Data Analyst,Mid,FT,CA,M,0.0,81161.0
2022.0,Data Analyst,Mid,FT,CA,M,0.0,71613.0
2022.0,Machine Learning Engineer,Senior,FT,US,M,100.0,204334.0
2022.0,Machine Learning Engineer,Senior,FT,US,M,100.0,183901.0
2022.0,Data Architect,Senior,FT,US,M,100.0,254368.0
2022.0,Data Architect,Senior,FT,US,M,100.0,203494.0
2022.0,Data Analyst,Senior,FT,US,M,100.0,107801.0
2022.0,Data Engineer,Senior,FT,US,M,100.0,147999.0
2022.0,Data Scientist,Mid,FT,US,M,0.0,134918.0
2022.0,Data Scientist,Mid,FT,US,M,0.0,97489.0
2022.0,Data Analyst,Senior,FT,US,M,100.0,
2022.0,Data Analyst,Senior,FT,US,M,100.0,
2022.0,Data Engineer,Mid,FT,US,M,0.0,197363.0
2022.0,Data Engineer,Mid,FT,US,M,0.0,
2022.0,Data Engineer,Senior,FT,US,M,100.0,124128.0
2022.0,Data Engineer,Senior,FT,US,M,100.0,109806.0
,,,,,,,
2022.0,Data Engineer,Senior,FT,US,M,100.0,124128.0
2022.0,Data Analyst,Senior,FT,US,M,100.0,94576.0
2022.0,Data Engineer,Senior,FT,US,M,100.0,152773.0
2022.0,Data Scientist,Senior,FT,US,L,0.0,196027.0
2022.0,Data Scientist,Senior,FT,US,L,0.0,134059.0
2022.0,Data Scientist,Senior,FT,US,M,100.0,168051.0
2022.0,Data Scientist,Senior,FT,US,M,100.0,137496.0
2022.0,Data Engineer,Senior,FT,US,M,100.0,191062.0
2022.0,Data Engineer,Senior,FT,US,M,100.0,152773.0
2022.0,Data Engineer,Senior,FT,US,M,100.0,138451.0
2022.0,Data Engineer,Senior,FT,US,M,0.0,67316.0
2022.0,Data Scientist,Senior,FT,US,M,0.0,196027.0
2022.0,Data Scientist,Senior,FT,US,M,0.0,134059.0
2022.0,Analytics Engineer,Senior,FT,US,M,0.0,196027.0
2022.0,Analytics Engineer,Senior,FT,US,M,0.0,176358.0
2022.0,Data Engineer,Senior,FT,US,M,100.0,167191.0
,,,,,,,
2022.0,Data Analyst,Senior,FT,US,M,100.0,110904.0
2022.0,Data Engineer,Senior,FT,US,M,0.0,51561.0
2022.0,Data Analyst,Senior,FT,US,M,100.0,162322.0
2022.0,Data Analyst,Mid,FT,GB,M,0.0,62482.0
2022.0,Data Analyst,Senior,FT,US,M,100.0,76387.0
2022.0,Data Scientist,Senior,FT,US,M,100.0,133677.0
2022.0,Data Scientist,Senior,FT,US,M,100.0,200515.0
2022.0,Data Scientist,Senior,FT,US,M,100.0,
2022.0,Data Analyst,Senior,FT,US,M,100.0,
2022.0,Data Analyst,,,US,,100.0,
2022.0,Data Scientist,Senior,FT,US,M,100.0,200515.0
2022.0,Data Scientist,Senior,FT,US,M,100.0,133677.0
2022.0,Data Scientist,Senior,FT,US,M,100.0,200515.0
2022.0,Data Analyst,Senior,FT,US,,100.0,
2022.0,Data Engineer,Senior,FT,US,M,100.0,95483.0
2022.0,Data Engineer,Senior,FT,US,M,100.0,23871.0
2022.0,Data Analyst,Senior,FT,US,M,100.0,120787.0
2022.0,Data Analyst,Senior,FT,US,M,100.0,101461.0
2022.0,Data Engineer,Senior,FT,US,M,100.0,210169.0
2022.0,Data Engineer,Senior,FT,US,M,100.0,152850.0
2022.0,Data Analyst,Senior,FT,US,M,100.0,100258.0
2022.0,Data Analyst,Senior,FT,US,M,100.0,105915.0
2022.0,Data Analyst,Mid,FT,GB,M,0.0,43738.0
2022.0,Data Scientist,Senior,FT,US,M,100.0,133677.0
2022.0,Data Analyst,Senior,FT,US,M,0.0,94529.0
2022.0,Data Analyst,Senior,FT,US,M,100.0,57290.0
2022.0,Data Architect,Senior,FT,US,M,100.0,183867.0
2022.0,Data Architect,Senior,FT,US,M,100.0,138312.0
2022.0,Data Scientist,Senior,FT,US,M,100.0,219612.0
2022.0,Data Scientist,Senior,FT,US,M,100.0,143225.0
2022.0,Data Analytics Manager,Senior,FT,US,M,100.0,143473.0
2022.0,,,,,,,
2022.0,Data Scientist,Senior,FT,US,M,100.0,200515.0
2022.0,Data Analyst,Senior,FT,US,M,100.0,162322.0
2022.0,Data Scientist,Mid,FT,US,,100.0,
2022.0,Data Scientist,Mid,FT,US,M,100.0,124128.0
2022.0,Data Analyst,Entry,FT,CA,M,0.0,63974.0
2022.0,Data Analyst,Entry,FT,CA,M,0.0,49651.0
2022.0,,,,,,,
2022.0,Data Engineer,Senior,FT,US,M,100.0,120309.0
2022.0,Data Analyst,Senior,FT,US,M,0.0,123174.0
2022.0,Data Analyst,Senior,FT,US,M,100.0,143225.0
2022.0,AI Scientist,Mid,FT,IN,L,100.0,190967.0
